"","YEAR","TEAM","SEED","KADJ_O","KADJ_D","BARTHAG","WIN_","FTR","TOV_","TOV_D","OREB_","DREB_","X3PT_","X3PT_D","AST_","EXP","ELITE_SOS","WINS","POWER","PATH"
"671",2017,"Arizona",2,117.585,94.8418,0.918,88.23529,41,17,17.7,33.3,73.8,39.8,30.6,52.6,1.133,25.711,2,83.6,66.9
"672",2018,"Xavier",1,120.74,99.0492,0.927,84.84848,40.2,17,15.7,30,77.1,36.9,33.4,57.6,1.844,31.853,1,77.3,64.8
"673",2018,"Wright St.",14,101.068,98.251,0.59,71.875,36,18.6,21.1,28.8,75.1,34,34.9,53.3,1.455,11.684,0,51.7,74.1
"674",2018,"Wichita St.",4,121.925,101.857,0.877,78.125,35.1,16.4,16.4,35.2,77.3,38.5,36.3,63.8,2.303,24.125,0,79.5,67.4
"675",2018,"West Virginia",5,119.151,97.3766,0.929,70.58824,31.2,16.5,23.3,36.6,70,35.3,37.4,54.4,1.669,33.146,2,78.3,70.5
"676",2018,"Virginia Tech",8,115.016,98.3773,0.85,65.625,36.5,16.9,18.4,23.5,70.9,38.5,34.5,58.6,1.785,29.946,0,66.9,73.4
"677",2018,"Virginia",1,116.528,84.3753,0.971,93.93939,24.8,14.1,21,27.4,74.3,39,30.3,54.9,1.72,30.429,0,83.4,65.9
"678",2018,"Villanova",1,127.384,95.9749,0.966,88.23529,28.6,14.6,18.5,28.8,73.3,39.8,32.8,53.7,1.313,32.489,6,88.8,66
"679",2018,"UNC Greensboro",13,105.672,96.6156,0.699,77.41935,26.4,19.8,21.6,33.7,76.2,35.6,32.3,54,1.785,12.559,0,58.2,79.5
"680",2018,"UMBC",16,103.389,105.297,0.418,67.74194,30,16.9,20.7,26.4,71,38.2,35.9,58.1,1.951,11.536,1,48.3,83.2
"682",2018,"Texas Tech",3,114.03,92.0873,0.922,72.72727,40.3,18.1,22,33.3,71.6,36.6,32.8,51.8,1.786,31.897,3,79,66.4
"683",2018,"Texas Southern",16,105.281,112.94,0.298,44.11765,43.2,17.2,16,28.5,67.8,36.3,37.1,47.5,2.025,18.818,0,44.9,77.2
"684",2018,"Texas A&M",7,111.204,94.2949,0.869,62.5,32,19.2,15.9,34.3,71.7,32.7,32.4,55.8,1.551,33.417,2,71.6,67.8
"685",2018,"Texas",10,109.372,93.914,0.861,57.57576,33.2,17.1,18.3,29.4,70.5,31.5,33,44.8,0.957,36.484,0,65.7,73.7
"686",2018,"Tennessee",3,114.839,92.6901,0.921,75.75758,36.5,18,20.6,33.6,68.5,38.4,31.9,62.7,1.393,32.934,1,74.8,65.7
"687",2018,"TCU",6,120.625,101.705,0.882,65.625,34.1,17.7,17.6,34.5,74.1,40,37.9,62.6,2.036,31.458,0,70.2,71.4
"688",2018,"Syracuse",11,107.705,94.1122,0.823,60.60606,40.2,19.1,19.6,35.1,70.7,32.1,32.8,48.2,0.961,29.15,2,62.1,75
"689",2018,"Stephen F. Austin",14,104.983,99.4206,0.659,80,40,20.8,26.1,32.7,71.4,37.4,35.9,49.6,1.934,9.583,0,54.8,77.9
"690",2018,"St. Bonaventure",11,112.288,101.093,0.744,78.125,39.9,16.3,20.4,30.1,70.4,39.8,32,53.9,2.209,18.499,0,59.9,75.1
"691",2018,"South Dakota St.",12,114.629,104.038,0.79,80,35.8,13.8,14.3,24.7,77.1,39.2,33.8,45.6,2.117,15.634,0,57.8,75.8
"692",2018,"Seton Hall",8,116.335,98.9994,0.887,65.625,34.6,17.9,17.9,34.2,71.5,36.4,33.4,55.5,2.043,32.678,1,69.1,70.4
"693",2018,"San Diego St.",11,111.286,97.1358,0.841,67.74194,34.3,17,19.3,31.8,74.7,34.3,33.1,54.5,1.608,19.129,0,62.8,74.5
"694",2018,"Rhode Island",7,111.71,97.328,0.822,78.125,30.5,15.5,22.9,31,72.5,35,33.1,54.4,2.171,19.269,1,64.8,73.2
"695",2018,"Radford",16,103.581,103.629,0.453,62.5,31.6,18.6,20.2,32.2,71.7,35.1,34.2,51,1.584,12.213,0,50.6,88.5
"696",2018,"Purdue",2,123.248,96.5818,0.957,82.35294,36.1,15.6,17.7,27.7,71.8,42,33.7,59.3,2.106,30.493,2,81.7,65
"697",2018,"Providence",10,108.926,97.0075,0.797,61.76471,39.2,17.6,18.9,29.4,71.1,33.3,32.1,53.7,1.894,34.553,0,58.8,73.8
"698",2018,"Penn",16,103.553,99.8577,0.653,74.19355,33.6,16.6,17.1,24.2,77.3,34.7,29.7,55.6,1.833,10.435,0,54,82.7
"699",2018,"Oklahoma",10,115.128,100.709,0.855,58.06452,33.1,17.3,17.1,27.9,70,36.3,36.1,50.4,1.253,35.193,0,63.4,72
"700",2018,"Ohio St.",5,116.15,95.0408,0.923,75,31.5,17.3,18,30.3,75.1,35.3,34.6,52.8,1.815,29.904,1,75.3,67.4
"701",2018,"North Carolina St.",9,116.426,101.294,0.812,65.625,33.9,16.9,20.7,33.6,68.1,37.2,31.6,55.2,1.734,28.427,0,62.8,73.2
"703",2018,"North Carolina",2,121.959,96.9241,0.93,71.42857,28.6,16.8,16.2,38.4,74,36.4,38.3,60.9,1.844,39.014,1,81.4,63.7
"704",2018,"New Mexico St.",12,108.457,94.9001,0.811,83.33333,29.1,17.4,19.3,34.2,77.2,34,30.8,48.8,2.012,14.546,0,64.5,70.5
"705",2018,"Nevada",7,119.901,101.72,0.85,79.41176,37.1,13.9,18.2,27.4,70.9,39.8,31.2,58,2.161,19.663,2,69,73.3
"706",2018,"Murray St.",12,113.139,100.444,0.745,82.75862,37.1,17.3,18.2,32.5,72.8,37.4,30.8,53.3,1.887,10.363,0,62.7,77.8
"707",2018,"Montana",14,110.144,99.3132,0.72,77.41935,38.9,17.4,21.2,34,73.6,34.1,35.3,45.7,1.738,13.047,0,59.6,76.8
"708",2018,"Missouri",8,113.275,97.803,0.863,61.29032,38.2,20.7,16,30.8,71.7,39.2,32.3,56.2,1.805,29.725,0,68.1,71.2
"709",2018,"Michigan St.",3,119.983,93.6364,0.942,87.87879,36.3,19.2,14.5,36.1,73.2,41.3,33.3,67.3,1.323,27.212,1,87,66.4
"710",2018,"Michigan",3,115.9,92.7095,0.919,79.41176,30.3,13.9,19.4,26,75.6,36.4,34.3,54.7,1.626,32.027,5,77.6,66.8
"711",2018,"Miami FL",6,113.309,97.5988,0.869,70.96774,29.1,16.5,18.9,29,71.7,36.3,32.6,48.6,1.249,28.51,0,70.5,69.1
"712",2018,"Marshall",13,109.328,103.944,0.618,69.69697,32.9,17.2,18.2,22.3,68.4,35.5,34.8,58.5,1.443,16.115,1,54.1,78.3
"713",2018,"Loyola Chicago",11,111.331,96.1911,0.797,84.375,33.2,18.8,20,22.1,74.1,40,32.6,59.4,1.803,14.914,4,64,72.4
"715",2018,"Lipscomb",15,103.793,103.43,0.523,68.96552,41.2,20.1,19.8,28,75.9,33,33.5,54.3,1.601,15.067,0,49.7,80.3
"716",2018,"Kentucky",5,116.426,96.019,0.893,70.58824,42.8,18.6,17.1,35.6,68.7,36.1,29.9,49.5,0.189,31.972,2,80.8,70.2
"717",2018,"Kansas St.",9,112.178,97.4236,0.862,66.66667,33.6,17.2,21.4,26.1,67.8,34.4,33.2,55.4,1.344,31.68,3,61.8,72.8
"718",2018,"Kansas",1,120.933,97.6938,0.941,79.41176,26.2,16.6,18.5,29.1,68.3,40.3,32.7,56.4,1.783,34.024,4,82.9,66.7
"719",2018,"Iona",15,110.261,107.388,0.54,60.60606,30.4,16,18.8,24.4,69.5,38.8,35.5,56.5,2.223,11.688,0,51.2,87.7
"720",2018,"Houston",6,115.787,95.2473,0.895,78.78788,32.2,17.8,19.4,34.7,74.2,38.7,32.7,54.1,2.125,20.996,1,73.7,68.8
"721",2018,"Gonzaga",4,119.824,95.0891,0.924,88.23529,30.9,16,17.4,33,77.3,37.4,35.5,51,1.51,19.117,2,82.1,66.1
"722",2018,"Georgia St.",15,109.045,101.835,0.673,68.75,31.6,16.7,20.8,25.8,67.2,39.1,33.9,48.5,1.916,9.801,0,56.5,86.1
"723",2018,"Florida St.",9,115.822,99.9984,0.851,64.51613,36.1,17.6,19.1,33.2,69.9,35.1,36.4,52.2,1.607,29.762,3,67.1,71
"724",2018,"Florida",6,115.14,96.4262,0.907,62.5,33.1,14.3,20.1,28.8,69.2,37.5,35.7,49.2,1.885,31.853,1,73.8,67.7
"725",2018,"Duke",2,122.602,93.467,0.958,78.78788,34.9,17.7,16.9,39.1,70.8,37.8,32.1,57.3,0.688,31.36,3,89.6,64.7
"726",2018,"Davidson",12,117.399,102.494,0.816,65.625,24.5,14.5,16.2,22.7,76.6,39.1,35.2,61.6,1.744,18.185,0,62.1,79.6
"727",2018,"Creighton",8,116.454,99.1744,0.899,64.51613,27.1,15.4,15.8,21.8,75.3,37.6,33.2,58.4,1.695,32.808,0,68.2,70.4
"728",2018,"College of Charleston",13,109.887,105.153,0.543,77.41935,36.8,14.7,17.8,25.6,72,36.4,35.1,42.8,2.061,10.655,0,53.3,72.1
"729",2018,"Clemson",5,113.774,93.5052,0.882,71.875,34.1,17.9,17.7,27.4,73.3,36.6,35.5,52.2,2.022,31.364,2,69.6,69.2
"730",2018,"Cincinnati",2,113.155,86.158,0.947,88.23529,36.8,17.3,22.3,38.1,71.3,35.7,30.9,60.8,1.731,21.576,1,87.7,66.6
"731",2018,"Cal St. Fullerton",15,104.984,103.669,0.467,62.06897,46,20.6,18.4,26.5,71.1,34.3,36.3,49.9,1.488,12.991,0,50.7,80.5
"732",2018,"Butler",10,115.758,97.8916,0.898,60.60606,26.3,15.7,19.8,27.3,75.3,35.6,37.4,47.9,1.614,35.194,1,67.9,69.7
"733",2018,"Buffalo",13,114.284,103.791,0.763,75.75758,30.3,16.6,18.2,32,71.4,37.2,33.3,54.6,1.751,14.057,1,59.9,79.4
"734",2018,"Bucknell",14,109.182,102.368,0.652,73.52941,42.4,17.1,17.1,27.2,72.6,34.3,33.2,52.2,1.977,12.477,0,56.3,85
"735",2018,"Auburn",4,118.196,97.5614,0.895,78.125,39.9,16.7,20.8,33,71.7,36.6,35.4,53.3,1.241,25.991,1,72.8,64.9
"736",2018,"Arkansas",7,117.32,101.685,0.855,67.64706,37.3,15.3,19.4,29.4,68.4,40,35.5,49.9,2.109,30.695,0,64.5,73
"738",2018,"Arizona",4,119.012,99.6425,0.862,79.41176,37.6,17.6,16.7,33.2,75,37.7,35.2,52.9,1.51,22.509,0,80.7,69.5
"739",2018,"Alabama",9,108.459,94.6334,0.801,55.88235,41.5,20.1,18.7,29.1,69.4,32.5,31.9,49.5,0.744,30.311,1,64.5,73.4
"740",2019,"Yale",14,111.702,103.115,0.707,75,30.5,18.1,15.2,26.3,75.6,37.4,31.2,56.8,2.113,14.894,0,58.4,75.7
"741",2019,"Wofford",7,118.357,97.6422,0.873,86.66667,27.7,16.2,19.3,32.3,75.4,41.6,32.7,50.2,1.792,18.861,1,71.8,70.7
"742",2019,"Wisconsin",5,110.809,87.134,0.913,69.69697,27.5,14.4,17.2,24,73.5,36.6,31.2,49.3,1.84,36.867,0,72.9,74.2
"743",2019,"Washington",9,106.98,93.6134,0.811,76.47059,35.1,19.8,24,29.6,65.6,34.6,33.1,47.5,2.147,23.31,1,65.5,73.5
"744",2019,"Virginia Tech",4,118.433,93.9634,0.93,75,31.4,17.5,21.7,29.8,72.6,39.4,33.2,59.6,1.91,30.716,2,81.9,67.5
"745",2019,"Virginia",1,123.571,87.9163,0.976,90.625,30.3,14.7,17.8,30,74.1,40.9,27.2,56.6,1.552,33.411,6,92.2,65.1
"746",2019,"Villanova",6,116.973,98.1987,0.854,73.52941,35.3,17,18.1,30.8,72.7,35.3,33.5,57.7,1.66,25.545,1,76,72.5
"747",2019,"Vermont",13,107.949,99.2286,0.735,81.25,36.3,16.6,19.4,27.5,78.2,35.3,35.3,46.3,1.441,10.844,0,56.3,78.4
"748",2019,"VCU",8,104.312,88.6222,0.888,78.125,36,20.1,23.5,31,69.4,30.7,27.6,55.4,1.496,17.529,0,67,75
"749",2019,"Utah St.",8,112.966,96.3467,0.846,81.81818,36.7,17.9,17.2,31.7,77.8,35.7,34.8,61.8,1.314,16.722,0,67.6,73.6
"750",2019,"UCF",9,110.31,95.7335,0.874,74.19355,46.4,17.5,18.3,29.6,70.5,35.4,31.3,53.7,2.283,22.705,1,66,74
"751",2019,"UC Irvine",13,106.606,97.144,0.724,85.29412,28.6,17.1,16.7,33.6,73.6,36,33.3,48.8,2.127,10.843,1,61,74.7
"752",2019,"Texas Tech",3,112.694,85.9468,0.953,81.25,33.5,18.2,23,28.6,71.4,36.8,30.1,51.3,1.87,29.682,5,81.4,67.6
"753",2019,"Tennessee",2,122.479,95.4987,0.951,84.84848,33.4,15.9,18.2,31.6,69.7,36.2,34.4,60.9,2.179,34.04,2,87,67.1
"755",2019,"Syracuse",8,110.213,93.9133,0.86,60.60606,36.8,18.4,23.2,30.1,66.7,33,32.3,50.3,1.632,30.432,0,70.9,73.9
"757",2019,"Seton Hall",10,109.303,96.3961,0.771,60.60606,34.8,17.5,20,29.3,70.6,32.4,33.6,51.8,1.521,26.683,0,60.3,75.6
"758",2019,"Saint Mary's",11,114.634,96.9231,0.863,66.66667,29.7,16.3,16.4,31.3,76.8,37.8,31.8,37.9,1.414,22.544,0,67.1,77.2
"759",2019,"Saint Louis",13,102.575,96.3024,0.661,65.71429,39.7,19,19.4,36.1,74.7,30.8,31.3,54.3,1.835,17.33,0,56.4,79.6
"760",2019,"Purdue",3,121.093,95.0422,0.938,71.875,29.4,15.9,19.5,35,73.4,36.4,34.4,53.9,1.565,35.323,3,80.4,68.4
"762",2019,"Oregon",12,107.7,92.5481,0.826,65.71429,30.3,17.8,21,29.7,71.9,34.3,29.4,52.6,1.237,21.269,2,70.4,74
"763",2019,"Old Dominion",14,101.929,96.3508,0.64,76.47059,29.5,17.9,18.6,32.3,75.2,35.3,32.5,54,1.764,11.544,0,55.6,79.6
"764",2019,"Oklahoma",9,109.401,93.8663,0.863,59.375,31.4,17.4,17.5,26.2,72.1,34.2,33.3,48.9,2.126,35.499,1,62.6,72.8
"765",2019,"Ohio St.",11,109.268,94.1896,0.834,57.57576,34,18.7,18.4,27.7,73.9,34.3,33,59,1.46,33.733,1,62.6,75.5
"766",2019,"Northern Kentucky",14,109.235,102.676,0.678,75,35.5,17.6,18.5,30.7,73.5,36.4,31.9,62.1,1.616,11.952,0,56.6,80.1
"767",2019,"Northeastern",13,111.465,102.718,0.685,69.69697,34.3,16.7,16.7,22.7,75.7,38.8,33.6,54.7,2.104,14.55,0,56.5,76.1
"768",2019,"North Dakota St.",16,106.552,109.751,0.423,51.6129,32.1,15.8,14.6,20.7,74.6,36.8,36.6,46.1,1.355,14.601,0,46.8,90.6
"770",2019,"North Carolina",1,119.872,90.701,0.956,81.81818,30.9,17.1,18.5,34.6,76.8,36.5,32.9,61.3,1.759,36.978,2,87.3,65.6
"771",2019,"New Mexico St.",12,112.605,99.0173,0.802,87.5,34.1,17.7,19.3,37,77.3,34.2,33.3,52.7,2,10.958,0,63.9,77.6
"772",2019,"Nevada",7,114,95.0771,0.873,87.87879,40.7,14.4,19.2,26.5,75.3,35.1,33.4,54,2.696,15.433,0,72.4,73.6
"773",2019,"Murray St.",12,112.038,98.706,0.79,86.2069,33.2,17.2,19.5,32.4,70,34.4,28.5,58.4,1.497,12.081,1,66.5,72.3
"774",2019,"Montana",15,107.36,103.814,0.595,75,32,17.4,19.3,27.7,75,38.3,34.6,52.1,2.401,9.661,0,54.5,82.9
"775",2019,"Mississippi St.",5,117.395,96.7173,0.895,69.69697,32.3,19.3,19.7,34.9,70.2,37.8,35.3,51.4,1.657,32.171,0,73.7,69.9
"776",2019,"Mississippi",8,112.779,97.6963,0.86,62.5,31.7,18.2,21,30.4,70.5,35.8,37.2,54.2,1.67,28.95,0,64.6,73.5
"777",2019,"Minnesota",10,110.671,96.2136,0.809,61.76471,42,17.6,16.6,31.9,71.9,32.1,33.9,60.2,1.7,34.824,1,61.8,74
"778",2019,"Michigan St.",2,121.729,90.3679,0.956,82.35294,35,18.7,14.9,34.1,73.2,38.4,31.8,68.2,1.768,37.031,4,86.1,65
"779",2019,"Michigan",2,115.516,86.081,0.966,82.35294,27,13.5,18.3,24.5,74.5,35,28.9,54.2,1.42,32.909,2,84,68.1
"780",2019,"Maryland",6,113.82,93.8429,0.89,68.75,32.9,19.8,14.3,33.9,75.3,35.3,32,52.4,0.692,33.402,1,73.3,69.6
"781",2019,"Marquette",5,114.15,95.7294,0.862,72.72727,35.9,19.5,16.6,29.1,73.8,39.3,31.9,51.8,1.536,24.34,0,69.1,73.2
"782",2019,"LSU",3,118.485,97.5196,0.907,81.25,37.7,18.2,20.7,37.3,69.6,32.3,34.1,46.1,1.102,30.387,2,76.4,68.2
"783",2019,"Louisville",7,113.376,92.4055,0.906,60.60606,35.1,17.8,16.3,29.2,74.2,34.2,31.7,53.4,1.928,35.477,0,69.9,71.1
"784",2019,"Liberty",12,110.565,99.7435,0.73,80.64516,26,17.2,20.8,25.7,73.5,36.6,32.9,53.5,1.845,11.295,1,59.2,75.6
"785",2019,"Kentucky",2,118.223,90.8094,0.942,81.81818,42.5,18.5,18.4,36.6,74.2,36.4,35,52.1,0.592,33.711,3,87.2,65.6
"786",2019,"Kansas St.",4,107.96,87.7377,0.906,75.75758,30.7,17.4,22.9,28.1,74.4,33.6,31.2,57.9,2.149,32.441,0,74.9,70.9
"787",2019,"Kansas",4,112.746,92.0406,0.908,73.52941,32.9,18.7,18.5,29.7,71.7,35,33.6,48.8,1.073,38.465,1,76.6,68.6
"788",2019,"Iowa St.",6,118.992,97.1452,0.915,67.64706,30.3,16.2,18.8,28.5,70,36.5,33.8,54.5,1.485,33.257,0,74.1,69.5
"789",2019,"Iowa",10,117.163,101.207,0.844,66.66667,42.3,17.2,18.5,29.9,71,36.1,32.6,60.1,1.504,31.994,1,63.2,74.3
"790",2019,"Iona",16,106.514,109.593,0.372,53.125,37.1,17.3,18.6,25.7,69.9,35.1,36.8,50.4,2.012,9.366,0,47.4,87.1
"791",2019,"Houston",3,114.118,91.6934,0.932,91.17647,31.9,16.8,18.2,34.7,73.8,35.9,27.6,55.8,1.802,21.749,2,78.6,66.6
"792",2019,"Gonzaga",1,125.125,92.336,0.971,90.90909,36,14.5,18.9,30.6,72.9,36.5,30.9,55.9,1.839,21.704,3,90.8,65.6
"793",2019,"Georgia St.",14,107.886,102.289,0.667,71.875,35.7,16.6,21.1,23.3,66.4,38.4,33,46,2.184,15.85,0,54.5,77.7
"794",2019,"Gardner Webb",16,107.475,108.218,0.454,64.51613,39.2,16.8,18.1,22.6,69,37.7,33.8,51.8,1.73,13.189,0,49.7,91.9
"795",2019,"Florida St.",4,112.987,90.4293,0.898,79.41176,36.3,19.2,20.3,33.1,73.1,33.6,32.6,49.8,1.929,32.314,2,80.4,67.5
"796",2019,"Florida",10,110.219,91.895,0.892,55.88235,30.4,18,22.6,31.1,68.3,33.5,32,51.1,1.39,34.588,1,67.1,75.4
"797",2019,"Fairleigh Dickinson",16,106.184,110.432,0.357,58.06452,35.5,19.4,20.4,29.4,66.9,40.4,34.3,53.2,1.741,7.488,0,47.3,90.5
"798",2019,"Duke",1,120.084,88.0911,0.97,85.29412,34.6,17.7,19.8,36.1,70.3,30.2,29.3,52.2,0.687,37.373,3,90.9,65.2
"799",2019,"Colgate",15,110.038,105.751,0.577,69.69697,28.9,19.3,18,30.3,73.1,39.1,33.9,57.9,1.573,11.298,0,53.8,85.5
"800",2019,"Cincinnati",7,111.566,94.515,0.885,82.35294,38.1,16.1,20.9,37.6,70.6,35,35.1,54.1,1.891,24.662,0,69.4,72.6
"801",2019,"Buffalo",6,114.89,94.5531,0.88,90.90909,32.2,15.6,20.4,31.6,73.3,33.6,29.7,55,2.316,17.002,1,72.5,69.8
"802",2019,"Bradley",15,100.892,101.25,0.469,57.57576,36.3,18.9,18.6,27.1,73.3,36.8,33,52.2,1.997,11.714,0,50,84.6
"803",2019,"Belmont",11,114.834,101.76,0.785,83.33333,28.1,15.4,16.3,25.6,75.7,37.1,34.7,61.9,1.44,14.18,0,63.7,74.7
"804",2019,"Baylor",9,113.517,98.2238,0.821,59.375,32.6,19.9,18.5,38.1,71.2,34,34.1,54.3,1.457,32.475,1,64.3,76.6
"805",2019,"Auburn",5,119.571,96.2397,0.926,73.52941,31,17.5,25.3,32.7,67.1,38.1,35.6,53,2.174,32.322,4,78.7,70.5
"806",2019,"Arizona St.",11,109.774,98.5646,0.773,68.75,43.6,18.5,18.9,32.5,73.6,34.1,33.6,51.1,1.328,21.239,0,61.6,75.3
"807",2019,"Abilene Christian",15,103.625,101.539,0.534,79.31034,34.5,17.4,23.4,27.7,72.2,38.3,33.5,57.6,2.044,7.994,0,51.5,85.6
"808",2021,"Wisconsin",9,112.522,89.8672,0.918,58.62069,26.9,13.5,17.8,23.7,74.9,36,33,54.3,2.316,37.996,1,74.4,78.3
"809",2021,"Winthrop",12,105.093,96.1535,0.73,95.83333,35.7,19.5,22.5,35.6,77.8,35.3,32.4,53.6,1.933,5.045,0,59.1,77
"811",2021,"West Virginia",3,116.128,95.8073,0.902,66.66667,39.4,17,20.7,35.6,68.7,35.7,32.3,52.3,1.787,34.198,1,78.5,66.8
"812",2021,"Virginia Tech",10,110.048,94.8276,0.833,71.42857,33.2,17.3,17.6,28.4,75.7,35.7,33,56.6,1.562,23.498,0,63.2,72.9
"813",2021,"Virginia",4,115.637,92.9824,0.91,75,22,15.4,15.2,23.1,77.4,38.1,34,55.1,1.879,30.502,0,81.5,70.5
"814",2021,"Villanova",5,118.602,95.984,0.907,72.72727,30,13.5,19,27.9,75.2,35.2,35.4,57.8,1.829,30.52,2,78,68.2
"815",2021,"VCU",10,105.49,89.5783,0.85,73.07692,34,20.7,23.6,28.5,68.6,32.9,30.5,52.7,1.229,22.145,0,66.7,76.5
"816",2021,"Utah St.",11,105.729,89.2192,0.862,70.37037,29.4,19.7,19.7,35.3,78.7,33.6,33,60.6,1.486,17.758,0,68.4,76
"817",2021,"USC",6,112.883,90.6583,0.932,75.86207,37.5,18.1,17.4,35.7,72.7,34.8,34.2,50.3,1.679,32.675,3,77.7,70.2
"818",2021,"UNC Greensboro",13,104.118,95.9651,0.619,72.41379,23.8,15.6,21,32.4,74.1,30,31.9,44.1,1.735,10.509,0,57.6,79.2
"819",2021,"UCLA",11,113.403,97.4859,0.878,65.38462,32.6,16.7,17.6,30.8,75.8,36.7,35.1,51.6,1.376,34.379,4,66.3,73.1
"820",2021,"UC Santa Barbara",12,109.242,97.0104,0.793,83.33333,35.5,16.5,20.8,28.2,75.5,34.8,33.4,58.1,2.321,11.813,0,60.8,78.6
"821",2021,"Texas Tech",6,112.362,91.4155,0.909,62.96296,39.3,16.3,23.8,33.8,70,34.6,35,50.9,1.42,32.227,1,76.2,71.7
"822",2021,"Texas Southern",16,98.9834,105.038,0.353,65.21739,38.9,21.5,19.4,32.9,73.6,27.7,32.4,44.2,2.509,12.242,0,46.9,85.3
"823",2021,"Texas",3,113.848,93.2661,0.912,73.07692,34,20.2,17.8,31.3,73.1,35.7,32.3,49.7,2.109,32.75,0,78.7,68.7
"824",2021,"Tennessee",5,108.804,87.7414,0.916,69.23077,35.1,18.2,22.9,31.4,71.4,33.8,31.8,59.2,1.471,29.656,0,77.8,66.9
"825",2021,"Syracuse",11,113.82,97.5937,0.837,64,28.4,16,20.8,30.3,66.2,33.8,31.7,56.5,1.527,28.455,2,64,75.4
"826",2021,"St. Bonaventure",9,111.309,90.4885,0.889,80,27.8,16.9,19.5,33.6,71.6,35.4,30.6,56.8,1.928,21.02,0,70.9,75.6
"827",2021,"San Diego St.",6,110.835,89.5391,0.926,84.61538,34.3,16.9,22.5,29.9,75.6,37.5,32.8,53.7,2.399,18.796,0,74.2,70
"828",2021,"Rutgers",10,108.651,90.5084,0.846,57.69231,27.7,16.4,18.9,27.4,70.7,31.1,32.1,51.6,1.953,38.152,1,66.7,71
"829",2021,"Purdue",4,113.612,91.3407,0.89,66.66667,32.2,18.7,16.9,32.2,75.9,33.5,31.5,56,1.041,36.431,0,73.9,70
"830",2021,"Oregon St.",12,109.326,99.1533,0.766,57.14286,34,17.2,18.5,29.8,70.6,34.6,31.4,59.4,2.035,34.218,3,57.1,76.6
"831",2021,"Oregon",7,114.453,96.7728,0.877,76.92308,26.8,16.8,20.3,28.3,72.8,37.9,33.6,48.4,2.265,31.097,2,73.3,74.1
"832",2021,"Oral Roberts",15,108.656,107.44,0.522,56.52174,27.8,15.7,18.2,23.2,67,38.8,35.6,42.6,1.496,16.652,2,50.4,77.5
"833",2021,"Oklahoma St.",4,110.059,91.2923,0.873,71.42857,36.4,21.4,19.3,31.9,69.8,33.8,31.7,47.7,1.061,36.37,1,74.2,68.1
"834",2021,"Oklahoma",8,111.427,94.7836,0.864,60,29.1,15.8,18.7,27.3,72.5,33.8,35.4,50,2.102,32.105,1,66.4,73.3
"835",2021,"Ohio St.",2,122.274,96.8491,0.929,70,37.6,15.3,15,29.1,72.6,36.5,34.1,49.5,1.963,39.398,0,78.3,65.7
"836",2021,"Ohio",13,113.002,101.888,0.763,68.18182,29.6,17,20,28.7,72.6,36.6,33.7,59.7,1.43,16.438,1,60.4,79.8
"837",2021,"North Texas",13,105.362,93.6646,0.758,64,27.2,20.4,21.4,27.9,73.1,37.3,31.6,51.8,2.415,19.471,1,60.8,73.7
"838",2021,"North Carolina",8,110.111,90.0231,0.864,64.28571,34.9,20.6,19.3,41.3,73.7,31.7,34.4,55.8,1.02,34.274,0,74.4,78.9
"839",2021,"Norfolk St.",16,100.613,104.355,0.365,66.66667,38.6,17.8,20.7,28.8,71.3,37.4,31.7,48,2.363,6.134,0,48.2,92
